,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.8736825149408471,0.82,0.6731439828041783,0.8452321143913978,0.3320961613938388,0.4285141420739932,0.23938969653216802,0.11283719653022102,0.3266476421885175,0.5605151612812614,0.693093236175013,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0
1,0.6137634102129811,0.55,0.2178444484707872,0.8745825639316587,0.07325866724868776,0.6725353339405897,0.25420599881072264,0.05736102459583727,0.385529653586426,0.5571093218177368,0.8883982876703226,0.0,0.0,-0.0258,48.0,0.0,0.0,0.0,0.0
2,0.8735061775561224,0.33,1.5122332346436718,1.241811511083158,0.14701737811699275,0.6923967619551454,0.16058585992786173,0.4964656013781222,0.4409513195687768,0.06258307905310101,0.9493922983084617,0.0,1.0,-0.9169,24.0,0.0,0.0,0.0,0.0
3,0.8136772435693419,0.59,0.8059378204164048,0.8993122509628553,0.10562413177247035,0.7301950280452032,0.1641808401823264,0.25644497578593145,0.43614413350271664,0.3074108907113518,0.857736674323156,0.0,0.0,-0.6249,27.0,0.0,0.0,0.0,0.0
4,0.9388309486339272,1.0,0.6973058900494111,1.9124700696928776,0.21647664298821317,0.6977874143511948,0.0857359426605918,0.17245343183497766,0.6172015414186642,0.21034502674635813,0.9162890155176603,0.0,1.0,-0.0258,24.0,0.0,0.0,0.0,0.0
5,0.924728149201044,0.94,1.2620536910218045,0.8745825639316587,0.11201259468176657,0.4723034376269195,0.415683967691314,0.08976044109311658,0.37237881830937575,0.5378607405975078,0.9231786331502322,0.0,0.0,-0.2732,41.0,0.0,0.0,0.0,0.0
6,0.8233200072428327,0.71,0.5181770054326704,1.0414276804173033,0.229403534761669,0.4163165195859252,0.3542799456524057,0.10498054427972535,0.32486036688842096,0.5701590888318536,0.7886921784614463,0.0,0.0,-0.12,45.0,0.0,0.0,0.0,0.0
7,0.685327512003347,0.52,0.7616047180161558,0.8192806243119253,0.1897461634230445,0.6336817933434071,0.17657204323354828,0.14723684550749863,0.4133330959727657,0.43943005851973566,0.8946148036508993,0.0,0.0,-0.3783,30.0,0.0,0.0,0.0,0.0
8,0.9044823226426575,0.9759242305795155,0.16647729023268049,1.178458008002735,0.0455245860539511,0.3685202806231224,0.5859551333229266,0.0560554944041688,0.3750536240725321,0.5688908815232991,0.9288842193201609,0.0,0.0,-0.4404,6.0,0.0,0.0,0.0,0.0
9,0.8268936904077029,0.42488425218629755,0.7849669167035895,0.8745825639316587,0.11115512014550194,0.4408748371846828,0.4479700426698153,0.05852798051198847,0.38166084502375186,0.5598111744642597,0.9498575631153702,0.0,1.0,-0.4939,10.0,0.0,0.0,0.0,0.0
10,0.7722286740508292,0.38,1.6092618705671784,1.2462097692507954,0.3982194139046156,0.5664224364229393,0.035358149672445,0.4970381313055161,0.46677102741004844,0.03619084128443539,0.953229079678606,0.0,1.0,-0.34,10.0,0.0,0.0,0.0,0.0
11,0.7788527918574534,0.96,1.161815512456006,2.012200882598573,0.17263338339205653,0.6797621543279112,0.14760446228003227,0.17188321013611874,0.7297712655829109,0.09834552428097033,0.9141102371726573,0.0,1.0,-0.8885,25.0,0.0,0.0,0.0,0.0
12,0.9403375953473804,0.9944906919646539,0.16647729023268049,1.0414768251873026,0.03364356188998303,0.2818764448639714,0.6844799932460456,0.05574006394410759,0.3717009598424247,0.5725589762134676,0.9510814928701274,0.0,0.0,-0.1531,28.0,0.0,0.0,0.0,0.0
13,0.8157111692712503,0.91,1.3838084749726447,1.0175617407700994,0.1900236116285167,0.613812954696897,0.1961634336745863,0.4542307925594314,0.2904444561261976,0.2553247513143709,0.9414858774090239,0.0,1.0,-0.7218,55.0,0.0,0.0,0.0,0.0
14,0.5474669528236555,0.7,0.34749026453584225,1.8038458683150713,0.12487205324155345,0.6967634652626084,0.17836448149583817,0.09417805809300107,0.6835308686821147,0.22229107322488428,0.9121104739587438,0.0,1.0,-0.5267,27.0,0.0,0.0,0.0,0.0
15,0.9372871684196737,1.0,0.6453757024835844,1.1434992087966847,0.1570432806725065,0.5450261798176181,0.29793053950987547,0.18142821828075498,0.26007023292658954,0.5585015487926555,0.9206874406538461,0.0,1.0,0.6652,34.0,0.0,0.0,0.0,0.0
16,0.800282333970112,0.82,0.1896560182521676,0.8281268990204612,0.06370460469995076,0.2041411279155467,0.7321542673845026,0.04275602386408972,0.19564317721225735,0.761600798923653,0.8176061571228563,0.0,0.0,0.0772,10.0,0.0,0.0,0.0,0.0
17,0.9529350553684381,0.91,0.15836598322209955,0.8745825639316587,0.13314561812164766,0.37400598268494095,0.49284839919341134,0.05929278821982777,0.3677000474961379,0.5730071642840343,0.9184816643393774,0.0,0.0,-0.0772,34.0,0.0,0.0,0.0,0.0
18,0.9470868735771,1.0,1.249476692017418,1.463554274887318,0.2604240998965881,0.6926098804406688,0.04696601966274292,0.448154402834203,0.5091714367572924,0.04267416040850454,0.9559179090132613,0.0,1.0,-0.8887,22.0,0.0,0.0,0.0,0.0
19,0.9408605516406029,0.9898964690038298,0.16647729023268049,1.3824787446226325,0.02305850648171934,0.3939755645134515,0.5829659290048292,0.04690478932516676,0.41563643959832036,0.537458771076513,0.9498575631153702,0.0,0.0,0.4404,4.0,0.0,0.0,0.0,0.0
20,0.6159558895916373,0.25,1.8721509747189011,1.12955874426716,0.5219447900835942,0.2251597609396464,0.2528954489767594,0.6437651584199424,0.12026764150241448,0.23596720007764305,0.6606068745884086,0.0,0.0,-0.4019,33.0,0.0,0.0,0.0,0.0
21,0.7709343792961751,0.68,1.0024172034663095,1.046778990894591,0.2135150815553349,0.539222295766497,0.247262622678168,0.45425163901674603,0.23012619710757226,0.31562216387568165,0.8541531922472965,0.0,0.0,-0.3071,16.0,0.0,0.0,0.0,0.0
22,0.8501989835436422,0.61,0.7741075052012771,1.2336591956859295,0.4224494186864606,0.47426029059352093,0.10329029072001841,0.1555566162864549,0.4351356244797313,0.4093077592338138,0.9098565693313316,0.0,1.0,-0.5719,27.0,0.0,0.0,0.0,0.0
23,0.1184000890819552,0.26,1.0384042514517322,0.8460896555403593,0.46822153308061726,0.48419430473360386,0.047584162185778885,0.34291002406322,0.4404058679655157,0.2166841079712642,0.9222244919217727,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
24,0.8500266569447202,0.87,0.19302428663410015,0.8820534794081761,0.03896905387474093,0.40239219851947133,0.5586387476057878,0.06148664785285296,0.3697471831762349,0.5687661689709121,0.944308325242273,0.0,0.0,0.7717,49.0,0.0,0.0,0.0,0.0
25,0.46521178935036156,0.6,0.5460398044344317,0.8341121022964186,0.16872897990747127,0.6488919765116867,0.18237904358084206,0.08913763257926317,0.40383247727428756,0.5070298901464493,0.7222194131722701,0.0,1.0,-0.875,26.0,0.0,0.0,0.0,0.0
26,0.9375509099330405,0.9998461538461538,0.4410646120883917,0.7515962929455533,0.29577239247469916,0.35924568370946053,0.34498192381584036,0.10820168107366387,0.37882407780737193,0.5129742411189642,0.9300256457856998,0.0,1.0,-0.6908,5.0,0.0,0.0,0.0,0.0
27,0.682800642969436,0.59,0.49391065192454237,0.7421612927367067,0.1604997088246834,0.5794254835967456,0.26007480757857093,0.0783164936502179,0.39976561865541277,0.5219178876943694,0.9091788456681571,0.0,0.0,-0.5574,35.0,0.0,0.0,0.0,0.0
28,0.9657761880482597,0.99,0.5910058502073676,1.4633317316065,0.09783345484953755,0.6163890528526503,0.28577749229781224,0.10198842756650953,0.5660285265603016,0.331983045873189,0.8637962519661793,0.0,1.0,-0.1787,49.0,0.0,0.0,0.0,0.0
29,0.5470860076571872,0.52,1.7590801245789869,1.0867524158761228,0.48021019003038523,0.3964485316202891,0.12334127834932576,0.579777061574023,0.34163714362639636,0.07858579479958062,0.9101973391766673,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0
30,0.9006353946189635,0.87,0.9206671683514519,0.16829060950157784,0.060259149428136205,0.16665842309928383,0.7730824274725799,0.0935315329327083,0.15706273525528922,0.7494057318120025,0.9170556628153219,0.0,0.0,0.1027,22.0,0.0,0.0,0.0,0.0
31,0.8802182651346472,0.59,0.25777368586877375,1.026213489338739,0.18435982372141363,0.5671009842839819,0.2485391919946044,0.07363837954338902,0.42172318430328115,0.5046384361533298,0.8283421178347069,0.0,1.0,-0.5254,45.0,0.0,0.0,0.0,0.0
32,0.8666944492928372,0.29,1.3630557754102859,0.9570572560025212,0.07060146270674762,0.5419547837237023,0.38744375356955013,0.281638321151888,0.29334015586033285,0.42502152298777923,0.8808085634561551,0.0,0.0,-0.9299,49.0,0.0,0.0,0.0,0.0
33,0.950850276395428,0.94,0.1345487974921527,3.259774354616416,0.05866558591394988,0.898609148471284,0.042725265614765945,0.015521891509514036,0.9822671514657607,0.002210957024725178,0.9070315315883459,0.0,1.0,-0.2732,22.0,0.0,0.0,0.0,0.0
34,0.1429084165300849,0.37,1.0647663595858368,0.6213886152948841,0.5593931863007827,0.3473518174812016,0.09325499621801574,0.36822140760085825,0.4163283959390225,0.21545019646011926,0.6933340360478657,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
35,0.8563125391214328,0.96,1.0008320154900425,2.737933670216924,0.14837355825804557,0.8392697703613247,0.012356671380629685,0.08687899716003465,0.8879246726324366,0.025196330207528674,0.9384231629441878,0.0,1.0,-0.2778,15.0,0.0,0.0,0.0,0.0
36,0.7641342967093442,0.88,0.16647729023268049,0.8484987312574404,0.10593354493237377,0.43629958471736485,0.45776687035026137,0.06117306192339267,0.3671455979097506,0.5716813401668567,0.9559377729915125,0.0,1.0,0.836,32.0,0.0,0.0,0.0,0.0
37,0.7865067403713119,0.5,0.19510293562471065,0.9579572236204469,0.07996767403476553,0.671542612384091,0.24848971358114338,0.05919331819171361,0.38809019545290446,0.552716486355382,0.9434894848327371,0.0,0.0,-0.3612,16.0,0.0,0.0,0.0,0.0
38,0.6226988725651219,0.36,1.9364728880404272,0.8745825639316587,0.20886034077001692,0.3752563316676291,0.41588332756235397,0.33199438019890737,0.2725279779549308,0.3954776418461618,0.5474781687629111,0.0,0.0,-0.8342,47.0,0.0,0.0,0.0,0.0
39,0.4912146177411679,0.6,1.290725620663571,1.0805705675875745,0.16009441155762802,0.3559589968439049,0.4839465915984669,0.08483719965456066,0.35627979746228094,0.5588830028831584,0.17811843054172194,2.0,0.0,-0.5574,15.0,0.0,0.0,0.0,2.0
40,0.8782571073409915,0.9830355382911792,0.16647729023268049,0.9115753282423077,0.054718094639108046,0.5969576112383861,0.34832429412250593,0.0560554944041688,0.3750536240725321,0.5688908815232991,0.9122673501618758,0.0,1.0,-0.5574,9.0,0.0,0.0,0.0,0.0
41,0.8671441715611898,0.57,0.321762234824391,2.0697569091835493,0.12433417054432472,0.8452446278493408,0.030421201606334474,0.15604273215517947,0.7800806698361089,0.06387659800871151,0.9494550415385782,0.0,1.0,0.431,13.0,0.0,0.0,0.0,0.0
42,0.19997635113039858,0.45913043478260873,0.9401015789349672,0.8021787751175345,0.7542600138944509,0.23213319762952403,0.013606788476025146,0.34694842347998983,0.4238356597855385,0.22921591673447167,0.9100645037219154,0.0,0.0,-0.6597,5.0,0.0,0.0,0.0,0.0
43,0.6242994621524747,0.46,0.8996006779247171,0.8306291251042124,0.21700165326039067,0.4436680492229291,0.3393302975166803,0.32235164201419286,0.42189985980990957,0.25574849817589757,0.86301965957396,0.0,0.0,-0.3612,24.0,0.0,0.0,0.0,0.0
44,0.8996120442811425,0.6297619047619047,0.38829597278970335,0.7620158012467935,0.23661119189494978,0.3059194037999258,0.4574694043051244,0.0560554944041688,0.3750536240725321,0.5688908815232991,0.8678464505682437,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
45,0.774913946711331,0.7989740429062462,0.3076599045873317,0.7207414549995926,0.09515683289411443,0.5413660202428272,0.36347714686305826,0.06185830987278015,0.38135186269545224,0.5567898274317675,0.7419178645887408,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
46,0.9364163053020664,0.94984375,0.41581572020816154,3.0021357432506726,0.07398479653444087,0.9004393414800936,0.02557586198546552,0.01180953289932818,0.9876382030369831,0.0005522640636885689,0.9249959488678334,0.0,1.0,-0.9531,22.0,0.0,0.0,0.0,0.0
47,0.7465521606828114,0.34,0.36856895557241715,0.8953664366067119,0.1231300462441901,0.5761913196712958,0.30067863408451423,0.10645669347282928,0.3802577073309504,0.5132855991962204,0.9435946083061453,0.0,0.0,-0.9501,29.0,0.0,0.0,0.0,0.0
